pl_name,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_rade,hostname,st_teff,st_rad,st_mass
"KOI-1833 d",0.0634000000,0.000000,0.03467280,2.58000000,"Kepler-968",4413.00,0.667000,0.681000
"KOI-3503 c",0.1868800000,0.000000,0.03259621,1.21000000,"KOI-3503",6001.00,1.255000,0.858000
"HIP 75092 b",2.0200000000,0.420000,1.79000000,13.50000000,"HIP 75092",4891.00,4.530000,1.280000
"KMT-2018-BLG-1976L b",3.5400000000,,2.22000000,13.30000000,"KMT-2018-BLG-1976L",,,0.650000
"OGLE-2019-BLG-0954L b",2.6500000000,,14.20000000,12.30000000,"OGLE-2019-BLG-0954L",,,0.800000
"K2-347 b",,,0.02010000,2.41000000,"K2-347",4599.00,0.630000,0.660000
"HD 39194 d",0.1850000000,0.333000,0.01258541,1.83000000,"HD 39194",5205.00,0.783742,0.670000
"KMT-2018-BLG-1025L b",1.3050000000,,0.01906375,2.34000000,"KMT-2018-BLG-1025L",,,0.219000
"K2-350 c",,,0.02500000,2.74000000,"K2-350",5789.00,1.040000,0.980000
"K2-349 b",,,0.00780000,1.38000000,"K2-349",4385.00,0.490000,0.540000
"K2-351 b",,,0.02200000,2.54000000,"K2-351",5769.00,1.050000,1.020000
"HD 93385 c",0.1120000000,0.200000,0.02233910,2.56000000,"HD 93385",5977.00,1.184840,1.040000
"HD 93385 b",0.0756000000,0.295000,0.01321468,1.88000000,"HD 93385",5977.00,1.184840,1.040000
"K2-280 b",0.1461000000,0.350000,0.11672965,7.50000000,"K2-280",5500.00,1.280000,1.030000
"K2-185 b",,,0.00505000,1.15000000,"K2-185",5788.00,0.940000,0.960000
"K2-185 c",,,0.01980000,2.39000000,"K2-185",5788.00,0.940000,0.960000
"HD 203030 b",487.1000000000,,11.00000000,14.45958510,"HD 203030",5603.00,0.856458,0.940000
"HD 96700 d",0.4240000000,0.270000,0.03995867,3.61000000,"HD 96700",5845.00,1.160000,0.890000
"HD 96700 b",0.0777000000,0.138000,0.02800253,2.93000000,"HD 96700",5845.00,1.160000,0.890000
"K2-331 c",,,0.02470000,2.72000000,"K2-331",5994.00,1.060000,1.100000
"OGLE-2018-BLG-1185L b",1.5400000000,,0.02642936,2.83000000,"OGLE-2018-BLG-1185L",,,0.370000
"HD 27969 b",1.5520000000,0.182000,4.80000000,12.90000000,"HD 27969",5966.00,1.270000,1.160000
"K2-342 b",,,0.01500000,2.03000000,"K2-342",5920.00,1.090000,1.010000
"HD 115954 b",5.0000000000,0.487000,8.45000000,12.60000000,"HD 115954",5957.00,1.213000,1.180000
"HD 211403 b",0.7680000000,0.084000,5.54000000,12.80000000,"HD 211403",6273.00,1.206000,1.200000
"HD 109286 b",1.2590000000,0.338000,2.99000000,13.20000000,"HD 109286",5694.00,1.089000,0.980000
"CD Cet b",0.0185000000,,0.01242809,1.82000000,"CD Cet",3130.00,0.175000,0.161000
"GJ 9689 b",0.1139000000,0.290000,0.03036230,3.07000000,"GJ 9689",3836.00,0.570000,0.590000
"G 264-012 b",0.0227900000,,0.00786588,1.39000000,"G 264-012",3326.00,0.305000,0.297000
"K2-352 d",,,0.01760000,2.23000000,"K2-352",5791.00,0.950000,0.980000
"K2-187 c",0.0392000000,,0.00800000,1.40000000,"K2-187",5438.00,0.830000,0.966999
"K2-268 f",,,0.01760000,2.23000000,"K2-268",5106.00,0.780000,0.840000
"K2-282 b",0.0499000000,,0.02140000,2.50000000,"K2-282",5499.00,1.000000,0.940000
"K2-156 b",0.0149000000,,0.00430000,1.10000000,"K2-156",4460.00,0.620000,0.660000
"CFHTWIR-Oph 98 b",200.0000000000,,7.80000000,20.84870410,"CFHTWIR-Oph 98 A",2320.00,0.245000,0.014700
"EPIC 212297394 b",,,0.00879000,1.48000000,"EPIC 212297394",5171.00,0.800000,0.830000
"K2-187 b",0.0164000000,,0.00588000,1.20000000,"K2-187",5438.00,0.830000,0.966999
"K2-210 b",,,0.00178000,0.86000000,"K2-210",5500.00,0.890000,0.911717
"Kepler-129 d",4.0000000000,0.150000,8.30000000,12.60000000,"Kepler-129",5770.00,1.653000,1.178000
"EPIC 212587672 b",,,0.00669000,1.26000000,"EPIC 212587672",6004.00,0.980000,0.990000
"K2-223 c",0.0549000000,,0.00899000,1.50000000,"K2-223",5859.00,1.000000,1.060000
"K2-223 b",0.0127000000,,0.00201000,0.89000000,"K2-223",5859.00,1.000000,1.060000
"NGTS-15 b",0.0441000000,0.000000,0.75100000,12.32987877,"NGTS-15",5600.00,0.954000,0.995000
"EPIC 212624936 c",,,0.01860000,2.30000000,"EPIC 212624936",5765.00,0.930000,1.000000
"K2-137 b",0.0058000000,0.000000,0.50000000,0.64000000,"K2-137",3697.00,0.290000,0.463000
"K2-354 b",,,0.00961000,1.56000000,"K2-354",3669.00,0.410000,0.430000
"EPIC 206215704 b",,,0.00306000,1.00000000,"EPIC 206215704",3297.00,0.250000,0.407000
"K2-332 b",,,0.01720000,2.20000000,"K2-332",3315.00,0.280000,0.270000
"BD+63 1405 b",2.0600000000,0.880000,10.40000000,12.40000000,"BD+63 1405",5000.00,0.804724,0.816000
"HD 155193 b",1.0400000000,0.210000,0.75000000,14.00000000,"HD 155193",6239.00,1.764390,1.221000
"Kepler-1788 b",0.0343000000,0.000000,0.01970000,2.37850461,"Kepler-1788",4786.00,0.704000,0.686000
"Kepler-1861 b",0.2408200000,0.000000,0.01730000,2.20677414,"Kepler-1861",5855.00,1.373000,1.161000
"K2-273 b",0.0729000000,,0.03000000,3.05000000,"K2-273",5161.00,0.850000,0.890000
"K2-272 b",0.1007000000,,0.03130000,3.13000000,"K2-272",5397.00,0.830000,0.860000
"Kepler-1712 b",0.0903000000,0.000000,0.01840000,2.28372556,"Kepler-1712",3732.00,0.509000,0.515000
"Kepler-1789 b",0.3543000000,0.000000,0.02640000,2.83137505,"Kepler-1789",5436.00,0.888000,0.920000
"Kepler-1790 b",0.2098900000,0.000000,0.03160000,3.14461450,"Kepler-1790",5866.00,1.367000,1.020000
"Kepler-1862 b",0.1199000000,0.000000,0.01730000,2.20300000,"Kepler-1862",5644.00,0.806000,0.900000
"Kepler-1865 b",0.0344000000,0.000000,0.00979000,1.57686072,"Kepler-1865",5420.00,0.871000,0.849000
"K2-122 b",0.0373000000,0.210000,0.00521000,1.16000000,"K2-122",4009.00,0.590000,0.630000
"K2-274 b",0.0964000000,,0.01570000,2.08000000,"K2-274",5044.00,0.700000,0.790000
"Kepler-1767 b",0.2873000000,0.000000,0.02940000,3.01299077,"Kepler-1767",5243.00,0.831000,0.887000
"Kepler-1765 b",0.0917000000,0.000000,0.02130000,2.49508857,"Kepler-1765",5692.00,1.064000,0.946000
"Kepler-1766 b",0.4161000000,0.000000,0.01830000,2.27904508,"Kepler-1766",5868.00,1.042000,0.915000
"Kepler-1792 b",0.0488000000,0.000000,0.02170000,2.51990972,"Kepler-1792",5229.00,1.005000,0.878000
"Kepler-1090 c",0.2262200000,0.000000,0.03420000,3.29265785,"Kepler-1090",5330.00,1.013000,0.869000
"Kepler-1311 d",0.6843400000,0.000000,0.21200000,9.65837605,"Kepler-1311",5616.00,1.674000,1.032000
"Kepler-1761 b",0.0413000000,0.000000,0.00791000,1.39109603,"Kepler-1761",3871.00,0.532000,0.573000
"Kepler-1777 b",0.1030100000,0.000000,0.01630000,2.13189678,"Kepler-1777",5771.00,1.068000,0.984000
"Kepler-1794 b",0.0821000000,0.000000,0.01220000,1.79426276,"Kepler-1794",5052.00,0.816000,0.773000
"Kepler-1868 b",0.6234800000,0.000000,0.03170000,3.14950109,"Kepler-1868",4658.00,0.686000,0.743000
"Kepler-1872 b",0.0465000000,0.000000,0.01970000,2.38421141,"Kepler-1872",5223.00,0.885000,0.913000
"HD 22496 b",0.0510000000,,0.01752518,2.22000000,"HD 22496",4385.00,0.674000,0.684000
"Kepler-1775 b",0.3956500000,0.000000,0.04060000,3.64762153,"Kepler-1775",5818.00,1.647000,1.149000
"Kepler-1772 b",0.0439100000,0.000000,0.02420000,2.68609988,"Kepler-1772",5541.00,0.934000,0.942000
"Kepler-1796 b",0.1879000000,0.000000,0.02520000,2.75047868,"Kepler-1796",6036.00,0.949000,1.018000
"Kepler-1797 b",0.1637000000,0.000000,0.03010000,3.05774442,"Kepler-1797",6244.00,1.009000,1.069000
"Kepler-1714 b",0.1054900000,0.000000,0.03370000,3.26437302,"Kepler-1714",6150.00,2.086000,1.448000
"Kepler-1874 b",0.2633000000,0.000000,0.01740000,2.21110724,"Kepler-1874",4701.00,0.775000,0.758000
"OGLE-2018-BLG-0962L b",3.5900000000,,1.34000000,13.60000000,"OGLE-2018-BLG-0962L",,,0.540000
"Kepler-1774 b",0.2949600000,0.000000,0.03220000,3.18179549,"Kepler-1774",6214.00,1.122000,1.101000
"Kepler-799 c",0.1214000000,0.000000,0.02560000,2.78068551,"Kepler-799",5588.00,1.593000,1.031000
"Kepler-1822 b",0.1416000000,0.000000,0.02360000,2.64755943,"Kepler-1822",5165.00,0.702000,0.782000
"Kepler-1875 b",0.2039000000,0.000000,0.03300000,3.22686692,"Kepler-1875",6161.00,0.862000,0.950000
"HD 137496 b",0.0273200000,0.000000,0.01271126,1.31000000,"HD 137496",5799.00,1.590000,1.040000
"Kepler-1824 b",0.4267000000,0.000000,0.01970000,2.38127597,"Kepler-1824",6002.00,1.081000,1.135000
"Kepler-1825 b",0.0187000000,0.000000,0.00821000,1.42200732,"Kepler-1825",5123.00,0.847000,0.828000
"Kepler-1826 b",0.0213000000,0.000000,0.00874000,1.47519116,"Kepler-1826",3821.00,0.486000,0.490000
"Kepler-1130 c",0.0423800000,0.000000,0.00133000,0.79239584,"Kepler-1130",5450.00,0.842000,0.944000
"KMT-2016-BLG-2605L b",0.6810000000,,0.77100000,14.00000000,"KMT-2016-BLG-2605L",,,0.064000
"HD 137496 c",1.2163000000,0.477000,7.66000000,12.60000000,"HD 137496",5799.00,1.590000,1.040000
"Kepler-1782 b",0.0582500000,0.000000,0.01760000,2.22927435,"Kepler-1782",4931.00,0.734000,0.794000
"Kepler-1768 b",0.1286000000,0.000000,0.01770000,2.23346338,"Kepler-1768",6050.00,1.572000,1.240000
"Kepler-1830 b",0.3176900000,0.000000,0.03480000,3.32992941,"Kepler-1830",6160.00,2.046000,1.443000
"Kepler-1881 b",0.5332500000,0.000000,0.02890000,2.98104391,"Kepler-1881",5135.00,0.874000,0.812000
"Kepler-1882 b",0.1163600000,0.000000,0.00886000,1.48674404,"Kepler-1882",5691.00,1.458000,1.068000
"Kepler-1733 b",0.0933000000,0.000000,0.04040000,3.63582354,"Kepler-1733",6320.00,1.252000,1.273000
"Kepler-1779 b",0.1264000000,0.000000,0.02970000,3.03295685,"Kepler-1779",5730.00,1.056000,1.008000
"Kepler-1776 b",0.2093000000,0.000000,0.02300000,2.61157023,"Kepler-1776",5872.00,1.153000,1.041000
"Kepler-1832 b",0.0370000000,0.000000,0.00637000,1.22719556,"Kepler-1832",5242.00,0.722000,0.684000
"Kepler-1883 b",0.4438000000,0.000000,0.03340000,3.25107395,"Kepler-1883",6208.00,1.024000,1.086000
"Kepler-1884 b",0.0845000000,0.000000,0.01240000,1.81406781,"Kepler-1884",5984.00,0.906000,0.993000
"Kepler-1737 b",0.2970000000,0.000000,0.07900000,5.39500000,"Kepler-1737",5043.00,0.881000,0.834000
"Kepler-1739 b",0.0697000000,0.000000,0.02040000,2.43056832,"Kepler-1739",5757.00,0.762000,0.865000
"Kepler-1771 b",0.3815000000,0.000000,0.04870000,4.05537256,"Kepler-1771",5661.00,0.934000,0.941000
"Kepler-1799 b",0.1028000000,0.000000,0.05010000,4.12801189,"Kepler-1799",5831.00,0.921000,1.016000
"Kepler-1838 b",0.1108200000,0.000000,0.01070000,1.66049425,"Kepler-1838",5877.00,1.963000,1.187000
"TCP J05074264+2447555 b",0.9400000000,,0.06292704,4.72000000,"TCP J05074264+2447555",5805.00,1.424870,0.586000
"Kepler-418 c",0.1063200000,0.000000,0.07470000,5.22108654,"Kepler-418",5822.00,1.081000,0.957000
"Kepler-1750 b",0.6785000000,0.000000,0.09470000,6.00434637,"Kepler-1750",5644.00,0.969000,0.981000
"Kepler-1801 b",0.0915000000,0.000000,0.02450000,2.70926154,"Kepler-1801",5738.00,0.981000,0.936000
"Kepler-1804 b",0.1017000000,0.000000,0.00999000,1.59615726,"Kepler-1804",5109.00,1.671000,0.929000
"Kepler-1840 b",0.4620600000,0.000000,0.02560000,2.77771129,"Kepler-1840",4898.00,0.803000,0.774000
"Kepler-1715 b",0.2242900000,0.000000,0.05040000,4.14042267,"Kepler-1715",6212.00,1.209000,1.082000
"HD 25723 b",1.4900000000,0.040000,2.50000000,13.30000000,"HD 25723",4766.00,13.760000,2.120000
"17 Sco b",1.4500000000,0.060000,4.32000000,12.90000000,"17 Sco",4157.00,25.920000,1.220000
"Kepler-1748 b",0.0615000000,0.000000,0.02460000,2.71275017,"Kepler-1748",5774.00,0.864000,0.916000
"Kepler-1747 b",0.0660000000,0.000000,0.05300000,4.26508000,"Kepler-1747",5477.00,0.865000,0.983000
"Kepler-1805 b",0.0699000000,0.000000,0.00945000,1.54502915,"Kepler-1805",3867.00,0.552000,0.581000
"Kepler-1742 b",0.2587000000,0.000000,0.01690000,2.17824130,"Kepler-1742",5776.00,0.849000,0.939000
"Kepler-1741 b",0.0296000000,0.000000,0.00681000,1.27300000,"Kepler-1741",3683.00,0.424000,0.454000
"Kepler-1809 b",0.0444400000,0.000000,0.00912000,1.51300000,"Kepler-1809",4901.00,0.716000,0.807000
"Kepler-1810 b",0.4137000000,0.000000,0.04590000,3.91815325,"Kepler-1810",5492.00,1.016000,0.921000
"Kepler-1846 b",0.1105400000,0.000000,0.01180000,1.76378826,"Kepler-1846",4825.00,0.732000,0.785000
"Kepler-1847 b",0.0989000000,0.000000,0.02510000,2.74516914,"Kepler-1847",6122.00,0.964000,1.041000
"K2-101 b",0.1124000000,0.100000,0.01470000,2.00000000,"K2-101",4927.00,0.760000,0.820000
"K2-95 b",0.0525000000,0.160000,0.03450000,3.31000000,"K2-95",3566.00,0.400000,0.410000
"Kepler-1745 b",0.0408000000,0.000000,0.01380000,1.92872921,"Kepler-1745",5611.00,1.400000,0.995000
"Kepler-1813 b",0.0364000000,0.000000,0.00812000,1.41300000,"Kepler-1813",5167.00,0.787000,0.812000
"Kepler-1814 b",0.0376500000,0.000000,0.01950000,2.36961357,"Kepler-1814",4922.00,0.823000,0.790000
"Kepler-1848 b",0.0583500000,0.000000,0.00808000,1.40885390,"Kepler-1848",4847.00,0.737000,0.756000
"K2-355 b",0.0632000000,,0.01790000,2.25000000,"K2-355",5790.00,0.920000,0.960000
"EPIC 211822797 b",0.1195000000,0.060000,0.01370000,1.92000000,"EPIC 211822797",4057.00,0.580000,0.620000
"Kepler-1754 b",0.0718000000,0.000000,0.02050000,2.43996509,"Kepler-1754",4723.00,0.747000,0.734000
"Kepler-1753 b",0.1179000000,0.000000,0.01760000,2.22678077,"Kepler-1753",5180.00,0.769000,0.860000
"Kepler-1815 b",0.0984000000,0.000000,0.02510000,2.74892620,"Kepler-1815",5516.00,0.967000,0.856000
"Kepler-1787 b",0.2270000000,0.000000,0.01880000,2.31898181,"Kepler-1787",6060.00,0.925000,1.008000
"Kepler-1853 b",0.2395000000,0.000000,0.00918000,1.51862272,"Kepler-1853",4821.00,0.788000,0.765000
"Kepler-1854 b",0.2089400000,0.000000,0.02270000,2.58746104,"Kepler-1854",5026.00,0.759000,0.800000
"K2-357 b",0.1450000000,,0.04200000,3.72000000,"K2-357",5794.00,1.000000,0.980000
"K2-356 b",0.1599000000,,0.01840000,2.29000000,"K2-356",5568.00,0.860000,0.900000
"Kepler-1755 b",0.1668000000,0.000000,0.09240000,5.91688317,"Kepler-1755",6086.00,0.921000,1.003000
"Kepler-1757 b",0.1335000000,0.000000,0.02830000,2.94660251,"Kepler-1757",5288.00,0.740000,0.828000
"Kepler-1817 b",0.2348000000,0.000000,0.01820000,2.27349126,"Kepler-1817",5316.00,0.915000,0.878000
"Kepler-1818 b",0.0550000000,0.000000,0.01130000,1.71360684,"Kepler-1818",6047.00,1.129000,1.021000
"Kepler-1857 b",0.0830800000,0.000000,0.01420000,1.96065412,"Kepler-1857",6074.00,1.005000,0.873000
"K2-184 b",0.1685000000,,0.00869000,1.47000000,"K2-184",5245.00,0.750000,0.840000
"K2-358 b",0.0863000000,,0.02410000,2.68000000,"K2-358",5650.00,0.910000,0.930000
"Kepler-1963 b",0.0291500000,0.000000,0.00106000,0.74437023,"Kepler-1963",5726.00,0.979000,0.915000
"Kepler-1911 b",0.0636000000,0.000000,0.00318000,1.01100000,"Kepler-1911",5721.00,0.972000,0.954000
"Kepler-1893 b",0.0504000000,0.000000,0.01120000,1.70557445,"Kepler-1893",5633.00,1.162000,0.973000
"Kepler-1964 b",0.0322000000,0.000000,0.01200000,1.78105870,"Kepler-1964",4803.00,0.698000,0.752000
"KOI-4777.01",0.0080000000,0.000000,0.31211810,0.51000000,"KOI-4777",3515.00,0.400000,0.410000
"HD 360 b",0.9800000000,0.139000,0.75000000,14.00000000,"HD 360",4770.00,10.860000,1.690000
"Kepler-1897 b",0.1546000000,0.000000,0.02620000,2.81407954,"Kepler-1897",5165.00,0.761000,0.859000
"Kepler-1898 b",0.0506300000,0.000000,0.00239000,0.93353523,"Kepler-1898",5702.00,1.125000,0.837000
"Kepler-1967 b",0.0668600000,0.000000,0.00099100,0.73022577,"Kepler-1967",4970.00,1.806000,0.996000
"HD 79181 b",0.9000000000,0.259000,0.64000000,14.10000000,"HD 79181",4862.00,11.060000,1.280000
"HD 10975 b",0.9500000000,0.442000,0.45000000,14.30000000,"HD 10975",4840.00,11.160000,1.410000
"HD 99283 b",1.0800000000,0.200000,0.97000000,13.80000000,"HD 99283",4886.00,11.210000,1.760000
"Kepler-1913 b",0.1209000000,0.000000,0.00918000,1.51852059,"Kepler-1913",6214.00,1.076000,1.169000
"ups Leo b",1.1800000000,0.320000,0.51000000,14.20000000,"ups Leo",4836.00,11.220000,1.480000
"Kepler-1906 b",0.0738000000,0.000000,0.02560000,2.77615754,"Kepler-1906",5868.00,0.894000,0.987000
"Kepler-1907 b",0.0544400000,0.000000,0.00185000,0.86973029,"Kepler-1907",5159.00,0.800000,0.752000
"Kepler-1916 b",0.2053000000,0.000000,0.02310000,2.61757235,"Kepler-1916",6246.00,1.092000,1.180000
"gam Psc b",1.3200000000,0.204000,1.34000000,13.60000000,"gam Psc",4742.00,11.200000,0.990000
"HIP 34222 b",0.4920000000,0.305000,0.83000000,13.90000000,"HIP 34222",4050.00,0.618600,0.620000
"Kepler-1910 b",0.0536000000,0.000000,0.00560000,1.18400000,"Kepler-1910",4234.00,0.639000,0.636000
"Kepler-1717 b",0.2014000000,0.000000,0.02900000,2.98929758,"Kepler-1717",6200.00,1.640000,1.158000
"Kepler-1919 b",0.2107000000,0.000000,0.02320000,2.62390658,"Kepler-1919",5513.00,0.818000,0.868000
"Kepler-1918 b",0.2524000000,0.000000,0.01850000,2.29763023,"Kepler-1918",5889.00,0.924000,0.967000
"Kepler-1920 b",0.2043000000,0.000000,0.02840000,2.95415848,"Kepler-1920",6277.00,1.161000,1.239000
"HIP 86221 b",0.0310000000,0.086000,0.71000000,14.00000000,"HIP 86221",,,0.790000
"K2-387 b",,,0.13300000,7.32200000,"K2-387",3572.00,0.585000,0.570000
"KMT-2021-BLG-0912L b",3.1400000000,,0.00884125,1.49000000,"KMT-2021-BLG-0912L",,,0.800000
"Kepler-589 c",0.0426000000,0.000000,0.00455000,1.11727238,"Kepler-589",5372.00,0.916000,0.832000
"Kepler-1922 b",0.1077000000,0.000000,0.01840000,2.29064904,"Kepler-1922",5931.00,0.863000,0.953000
"K2-373 b",,,0.01540000,2.06100000,"K2-373",6138.00,1.486000,1.158000
"Kepler-1936 b",0.5266200000,0.000000,0.03200000,3.16615594,"Kepler-1936",6501.00,1.854000,1.419000
"Kepler-1937 b",0.0915000000,0.000000,0.02950000,3.02291330,"Kepler-1937",6457.00,1.196000,1.190000
"Kepler-1927 b",0.3873300000,0.000000,0.03620000,3.40627075,"Kepler-1927",6056.00,2.481000,1.408000
"K2-382 b",,,0.01560000,2.07200000,"K2-382",5452.00,0.811000,0.922000
"Kepler-1938 b",0.0938000000,0.000000,0.01260000,1.82828927,"Kepler-1938",4522.00,0.655000,0.646000
"Kepler-1939 b",0.0334000000,0.000000,0.00528000,1.16480773,"Kepler-1939",4353.00,0.603000,0.648000
"Kepler-1940 b",0.0525000000,0.000000,0.00948000,1.54732469,"Kepler-1940",5431.00,0.717000,0.802000
"Kepler-1722 b",0.0819000000,0.000000,0.02700000,2.86719266,"Kepler-1722",5506.00,0.788000,0.876000
"K2-381 b",,,0.00396000,1.07500000,"K2-381",4473.00,0.675000,0.754000
"Kepler-1942 b",0.0516000000,0.000000,0.01610000,2.11702870,"Kepler-1942",5834.00,0.797000,0.852000
"Kepler-1944 b",0.0918000000,0.000000,0.02530000,2.75971163,"Kepler-1944",5585.00,0.972000,1.064000
"Kepler-1930 b",0.1023300000,0.000000,0.00929000,1.52955541,"Kepler-1930",5083.00,0.844000,0.844000
"Kepler-1266 c",0.0506000000,0.000000,0.01090000,1.68023962,"Kepler-1266",4996.00,0.831000,0.791000
"Kepler-1945 b",0.0597000000,0.000000,0.00695000,1.28900000,"Kepler-1945",4991.00,0.804000,0.767000
"Kepler-529 d",0.2134000000,0.000000,0.02590000,2.79502603,"Kepler-529",6078.00,1.189000,1.005000
"YZ Cet b",0.0163400000,0.060000,0.00220245,0.91300000,"YZ Cet",3151.00,0.157000,0.142000
"YZ Cet c",0.0215600000,0.000000,0.00358684,1.05000000,"YZ Cet",3151.00,0.157000,0.142000
"Kepler-913 c",0.0699000000,0.000000,0.04470000,3.85807090,"Kepler-913",6068.00,1.797000,1.294000
"Kepler-1719 b",0.0686800000,0.000000,0.04650000,3.95000623,"Kepler-1719",5687.00,1.775000,1.080000
"Kepler-1926 b",0.2197000000,0.000000,0.01880000,2.31495961,"Kepler-1926",5256.00,0.832000,0.768000
"Kepler-1718 b",0.4841800000,0.000000,0.02240000,2.56852070,"Kepler-1718",5731.00,0.906000,0.846000
"Kepler-1972 c",0.1049300000,0.043000,0.00663880,0.86800000,"Kepler-1972",5818.00,1.384000,1.120000
"Kepler-501 c",0.0467000000,0.000000,0.01090000,1.68119739,"Kepler-501",5794.00,1.216000,1.032000
"Kepler-1312 c",0.0210300000,0.000000,0.00337000,1.02732734,"Kepler-1312",5721.00,0.905000,0.983000
"Kepler-1950 b",0.0871000000,0.000000,0.00927000,1.52696349,"Kepler-1950",5455.00,0.852000,0.759000
"Kepler-1951 b",0.1435000000,0.000000,0.01890000,2.32107188,"Kepler-1951",5468.00,1.306000,0.923000
"Kepler-607 c",0.2150700000,0.000000,0.02530000,2.76001201,"Kepler-607",5244.00,0.888000,0.808000
"Kepler-1721 b",0.0519000000,0.000000,0.03120000,3.11856756,"Kepler-1721",5351.00,0.796000,0.890000
"Kepler-1869 b",0.0797600000,0.000000,0.00458000,1.11955354,"Kepler-1869",5808.00,0.902000,0.987000
"Kepler-1315 c",0.0635000000,0.000000,0.01280000,1.84398883,"Kepler-1315",4818.00,0.856000,0.809000
"Kepler-1728 b",0.0535000000,0.000000,0.02840000,2.95501875,"Kepler-1728",5170.00,0.807000,0.891000
"Kepler-1705 c",,0.028000,0.01705323,2.05000000,"Kepler-1705",6312.00,1.259000,1.139000
"Kepler-1322 c",0.0652000000,0.000000,0.01660000,2.15492527,"Kepler-1322",5704.00,0.804000,0.897000
"Kepler-1693 c",0.0588000000,0.000000,0.00281000,0.97698289,"Kepler-1693",5553.00,1.098000,0.941000
"Kepler-1956 b",0.0563000000,0.000000,0.00416000,1.08940238,"Kepler-1956",4391.00,0.682000,0.671000
"Kepler-1957 b",0.0299000000,0.000000,0.00248000,0.94374867,"Kepler-1957",4904.00,0.772000,0.745000
"Kepler-1711 b",0.1463000000,0.000000,0.01370000,1.92300000,"Kepler-1711",5706.00,1.034000,0.940000
"Kepler-1888 b",0.0956000000,0.000000,0.00729000,1.32578716,"Kepler-1888",5557.00,1.249000,0.897000
"Kepler-1959 b",0.0617000000,0.000000,0.00494000,1.14315727,"Kepler-1959",5071.00,0.811000,0.768000
"OGLE-2018-BLG-0532L b",1.0640000000,,0.01959548,2.37000000,"OGLE-2018-BLG-0532L",,,0.195000
"b Cen AB b",556.0000000000,0.400000,10.90000000,12.40000000,"b Cen A",,,5.500000
"Kepler-1890 b",0.0571200000,0.000000,0.00185000,0.86867375,"Kepler-1890",6046.00,1.396000,1.024000
"Kepler-1892 b",0.0633000000,0.000000,0.01270000,1.83707938,"Kepler-1892",5383.00,0.759000,0.851000
"K2-317 b",0.0542000000,,0.02800000,2.93000000,"K2-317",3387.00,0.379000,0.403000
"K2-396 b",,,0.00981000,1.57900000,"K2-396",5236.00,0.920000,0.954000
"K2-397 b",,,0.02020000,2.41700000,"K2-397",5387.00,0.966000,0.937000
"K2-319 b",0.1516000000,,0.02580000,2.79000000,"K2-319",5440.00,0.898000,0.954000
"HD 174205 b",1.7000000000,0.400000,4.20000000,13.00000000,"HD 174205",4308.00,26.600000,1.800000
"K2-400 b",,,0.00525000,1.16300000,"K2-400",3578.00,0.382000,0.374000
"K2-322 b",0.0594000000,,0.01370000,1.92000000,"K2-322",4141.00,0.602000,0.630000
"HD 106252 b",2.6550000000,0.480000,10.00000000,12.50000000,"HD 106252",5874.00,1.050000,1.050000
"KELT-14 b",0.0300500000,0.000000,1.28400000,19.53728700,"KELT-14",5720.00,1.520000,1.239000
"K2-402 b",,,0.02410000,2.67800000,"K2-402",5716.00,1.280000,0.944000
"K2-324 b",0.0331000000,,0.02040000,2.43000000,"K2-324",3752.00,0.505000,0.517000
"HD 171238 b",2.5180000000,0.358000,8.80000000,12.50000000,"HD 171238",5467.00,1.010000,0.920000
"HD 81040 b",1.9460000000,0.525000,7.24000000,12.60000000,"HD 81040",5755.00,0.910000,0.990000
"Kepler-167 e",1.8830000000,0.290000,1.01000000,10.16000000,"Kepler-167",4884.00,0.749000,0.777000
"K2-404 b",,,0.02180000,2.53000000,"K2-404",3748.00,0.552000,0.552000
"K2-326 b",0.0198000000,,0.01830000,2.28000000,"K2-326",3924.00,0.688000,0.507000
"HD 181433 d",3.0000000000,0.480000,2.70000000,13.20000000,"HD 181433",4962.00,0.790000,0.780000
"K2-407 b",,,0.00690000,1.28300000,"K2-407",5563.00,0.927000,0.881000
"K2-407 c",,,0.00761000,1.36000000,"K2-407",5563.00,0.927000,0.881000
"HD 29021 b",2.2940000000,0.453000,4.47000000,12.90000000,"HD 29021",5560.00,0.850000,0.860000
"K2-408 b",,,0.01090000,1.67700000,"K2-408",5335.00,0.784000,0.813000
"Ross 508 b",0.0536600000,0.330000,0.01258541,1.83000000,"Ross 508",3071.00,0.211300,0.177400
"HD 83443 b",0.0406000000,0.012000,0.40200000,14.10000000,"HD 83443",5442.00,0.940000,1.000000
"K2-374 c",,,0.01740000,2.21300000,"K2-374",5789.00,0.907000,0.731000
"K2-374 b",,,0.00996000,1.59300000,"K2-374",5789.00,0.907000,0.731000
"HD 83443 c",8.0000000000,0.760000,1.50000000,13.60000000,"HD 83443",5442.00,0.940000,1.000000
"KMT-2021-BLG-0171L b",3.5000000000,,0.03523914,3.35000000,"KMT-2021-BLG-0171L",5200.00,,0.780000
"K2-384 b",,,0.00398000,1.07600000,"K2-384",3623.00,0.348000,0.330000
"iot Dra c",19.4000000000,0.455000,15.60000000,12.20000000,"iot Dra",4504.00,11.790000,1.540000
"iot Dra b",1.4530000000,0.701000,11.82000000,12.40000000,"iot Dra",4504.00,11.790000,1.540000
